test_name,time_raw,dimension,crit1,crit2,avg_memory_mb,max_memory_mb,equation_count,variable_count,memory_per_sec,criteria_sum,resource,config,source_file,test_key,time_seconds,timeout_seconds,timed_out,effective_time_seconds
lorentz,0.0235,4,27.0,15.0,28.1504,52.043,4,4,2214.5944,42.0,RAM,1g,data/series_1/RAM/summary_1g.csv,lorentz,0.0235,,False,0.0235
matrix,2.0248,16,4951.0,6864.0,41.0205,54.2109,16,16,26.7735,11815.0,RAM,1g,data/series_1/RAM/summary_1g.csv,matrix,2.0248,,False,2.0248
mickey,0.0003,2,1.0,0.0,26.666,51.7031,2,2,172343.75,1.0,RAM,1g,data/series_1/RAM/summary_1g.csv,mickey,0.0003,,False,0.0003
morgenstern,0.1655,9,114.0,160.0,27.3281,52.5508,5,9,317.5274,274.0,RAM,1g,data/series_1/RAM/summary_1g.csv,morgenstern,0.1655,,False,0.1655
noon5,7.352,5,304.0,1988.0,49.9288,56.6211,5,5,7.7015,2292.0,RAM,1g,data/series_1/RAM/summary_1g.csv,noon5,7.352,,False,7.352
noon6,190.0096,6,1432.0,16306.0,67.9186,69.707,6,6,0.3669,17738.0,RAM,1g,data/series_1/RAM/summary_1g.csv,noon6,190.0096,,False,190.0096
puma,0.0561,8,84.0,6.0,27.6426,53.1797,8,8,947.9445,90.0,RAM,1g,data/series_1/RAM/summary_1g.csv,puma,0.0561,,False,0.0561
quadfor2,0.0016,5,8.0,0.0,26.668,51.7344,4,5,32333.9844,8.0,RAM,1g,data/series_1/RAM/summary_1g.csv,quadfor2,0.0016,,False,0.0016
quadgrid,0.0278,6,22.0,2.0,27.125,52.6719,5,6,1894.6718,24.0,RAM,1g,data/series_1/RAM/summary_1g.csv,quadgrid,0.0278,,False,0.0278
rabmo,2.146,9,318.0,63.0,41.3975,54.6992,9,9,25.4889,381.0,RAM,1g,data/series_1/RAM/summary_1g.csv,rabmo,2.146,,False,2.146
rbpl,177.4181,8,1454.0,7244.0,75.0797,80.1094,6,8,0.4515,8698.0,RAM,1g,data/series_1/RAM/summary_1g.csv,rbpl,177.4181,,False,177.4181
rbpl24,110.466,9,1227.0,1011.0,107.3966,129.793,9,9,1.175,2238.0,RAM,1g,data/series_1/RAM/summary_1g.csv,rbpl24,110.466,,False,110.466
redcyc5,0.2544,6,93.0,158.0,27.5059,53.5117,5,6,210.3448,251.0,RAM,1g,data/series_1/RAM/summary_1g.csv,redcyc5,0.2544,,False,0.2544
redcyc6,10.6081,7,424.0,1988.0,51.7425,56.8789,6,7,5.3618,2412.0,RAM,1g,data/series_1/RAM/summary_1g.csv,redcyc6,10.6081,,False,10.6081
redeco10,165.5321,10,7418.0,24792.0,73.8725,79.25,10,10,0.4788,32210.0,RAM,1g,data/series_1/RAM/summary_1g.csv,redeco10,165.5321,,False,165.5321
redeco7,0.5586,7,203.0,249.0,27.4785,53.6602,7,7,96.0619,452.0,RAM,1g,data/series_1/RAM/summary_1g.csv,redeco7,0.5586,,False,0.5586
redeco8,4.5003,8,659.0,1242.0,46.6374,56.043,8,8,12.4532,1901.0,RAM,1g,data/series_1/RAM/summary_1g.csv,redeco8,4.5003,,False,4.5003
redeco9,24.6456,9,2194.0,5727.0,57.1462,60.5977,9,9,2.4588,7921.0,RAM,1g,data/series_1/RAM/summary_1g.csv,redeco9,24.6456,,False,24.6456
reif,0.0757,16,302.0,24.0,26.9727,52.3711,14,16,691.8242,326.0,RAM,1g,data/series_1/RAM/summary_1g.csv,reif,0.0757,,False,0.0757
reimer4,4.4627,4,64.0,311.0,47.5612,56.9141,4,4,12.7533,375.0,RAM,1g,data/series_1/RAM/summary_1g.csv,reimer4,4.4627,,False,4.4627
reimer5,84.4954,5,279.0,1965.0,74.2024,80.6211,5,5,0.9541,2244.0,RAM,1g,data/series_1/RAM/summary_1g.csv,reimer5,84.4954,,False,84.4954
rose,0.2078,3,12.0,110.0,27.2266,53.4375,3,3,257.1583,122.0,RAM,1g,data/series_1/RAM/summary_1g.csv,rose,0.2078,,False,0.2078
s9_1,0.0612,8,74.0,9.0,27.4668,53.0938,8,8,867.5449,83.0,RAM,1g,data/series_1/RAM/summary_1g.csv,s9_1,0.0612,,False,0.0612
solotarev,0.0083,4,18.0,2.0,27.1172,51.8945,4,4,6252.3532,20.0,RAM,1g,data/series_1/RAM/summary_1g.csv,solotarev,0.0083,,False,0.0083
sparse5,0.0016,5,10.0,0.0,26.5625,51.7344,5,5,32333.9844,10.0,RAM,1g,data/series_1/RAM/summary_1g.csv,sparse5,0.0016,,False,0.0016
speer,10.922,6,117.0,2167.0,52.6238,57.8047,4,6,5.2925,2284.0,RAM,1g,data/series_1/RAM/summary_1g.csv,speer,10.922,,False,10.922
tangents,1.46,6,226.0,139.0,37.4284,55.2617,6,6,37.8505,365.0,RAM,1g,data/series_1/RAM/summary_1g.csv,tangents,1.46,,False,1.46
test,0.0061,3,1.0,4.0,26.9707,51.8438,4,3,8498.9754,5.0,RAM,1g,data/series_1/RAM/summary_1g.csv,test,0.0061,,False,0.0061
uteshev_bikker,0.49,4,36.0,62.0,27.9805,54.5625,4,4,111.352,98.0,RAM,1g,data/series_1/RAM/summary_1g.csv,uteshev_bikker,0.49,,False,0.49
vermeer,0.901,5,54.0,212.0,36.2995,53.9688,4,5,59.8987,266.0,RAM,1g,data/series_1/RAM/summary_1g.csv,vermeer,0.901,,False,0.901
assur44,241.8274,8,1933.0,3526.0,140.4721,192.4336,8,8,0.7957,5459.0,RAM,4g,data/series_1/RAM/summary_4g.csv,assur44,241.8274,,False,241.8274
benchmark_D1,73.5498,12,2802.0,2848.0,85.3891,110.8125,12,12,1.5066,5650.0,RAM,4g,data/series_1/RAM/summary_4g.csv,benchmark_d1,73.5498,,False,73.5498
benchmark_i1,241.2586,10,3546.0,3582.0,191.8288,305.1172,10,10,1.2647,7128.0,RAM,4g,data/series_1/RAM/summary_4g.csv,benchmark_i1,241.2586,,False,241.2586
boon,0.0663,6,108.0,33.0,27.0684,52.5312,6,6,792.3265,141.0,RAM,4g,data/series_1/RAM/summary_4g.csv,boon,0.0663,,False,0.0663
butcher,2.2569,7,194.0,362.0,41.2627,54.6641,7,7,24.2209,556.0,RAM,4g,data/series_1/RAM/summary_4g.csv,butcher,2.2569,,False,2.2569
butcher8,16.2677,8,568.0,1337.0,56.9581,61.7461,8,8,3.7956,1905.0,RAM,4g,data/series_1/RAM/summary_4g.csv,butcher8,16.2677,,False,16.2677
camera1s,1.2361,6,177.0,95.0,38.5547,58.1758,6,6,47.064,272.0,RAM,4g,data/series_1/RAM/summary_4g.csv,camera1s,1.2361,,False,1.2361
caprasse,0.1135,4,65.0,185.0,27.1543,52.7305,4,4,464.5856,250.0,RAM,4g,data/series_1/RAM/summary_4g.csv,caprasse,0.1135,,False,0.1135
cassou,1.9012,5,39.0,155.0,46.3955,62.8828,4,5,33.0753,194.0,RAM,4g,data/series_1/RAM/summary_4g.csv,cassou,1.9012,,False,1.9012
chandra4,0.0231,4,19.0,7.0,27.0391,52.4844,4,4,2272.0509,26.0,RAM,4g,data/series_1/RAM/summary_4g.csv,chandra4,0.0231,,False,0.0231
chandra5,0.1181,5,59.0,42.0,27.3809,53.3242,5,5,451.5175,101.0,RAM,4g,data/series_1/RAM/summary_4g.csv,chandra5,0.1181,,False,0.1181
chandra6,0.6581,6,188.0,248.0,27.8887,54.1836,6,6,82.3334,436.0,RAM,4g,data/series_1/RAM/summary_4g.csv,chandra6,0.6581,,False,0.6581
chemequ,0.4682,5,84.0,62.0,28.6055,54.8477,5,5,117.1458,146.0,RAM,4g,data/series_1/RAM/summary_4g.csv,chemequ,0.4682,,False,0.4682
chemequs,0.9993,5,95.0,79.0,41.2409,62.4648,5,5,62.5086,174.0,RAM,4g,data/series_1/RAM/summary_4g.csv,chemequs,0.9993,,False,0.9993
chemkin,394.2324,11,2157.0,3777.0,162.928,271.1094,11,11,0.6877,5934.0,RAM,4g,data/series_1/RAM/summary_4g.csv,chemkin,394.2324,,False,394.2324
cohn2,2.7372,4,0.0,449.0,46.9734,58.8203,4,4,21.4892,449.0,RAM,4g,data/series_1/RAM/summary_4g.csv,cohn2,2.7372,,False,2.7372
cohn3,TIMEOUT (7200.0000с),4,,,,,4,4,,,RAM,4g,data/series_1/RAM/summary_4g.csv,cohn3,,7200.0,True,7200.0
comb3000,0.1151,10,151.0,14.0,27.4707,53.5586,10,10,465.3223,165.0,RAM,4g,data/series_1/RAM/summary_4g.csv,comb3000,0.1151,,False,0.1151
comb3000s,0.1538,10,151.0,14.0,28.5449,55.3516,10,10,359.8931,165.0,RAM,4g,data/series_1/RAM/summary_4g.csv,comb3000s,0.1538,,False,0.1538
conform1,0.0218,3,9.0,31.0,27.002,52.293,3,3,2398.76,40.0,RAM,4g,data/series_1/RAM/summary_4g.csv,conform1,0.0218,,False,0.0218
cpdm5,35.6036,5,339.0,2477.0,61.602,64.4805,5,5,1.8111,2816.0,RAM,4g,data/series_1/RAM/summary_4g.csv,cpdm5,35.6036,,False,35.6036
cyclic5,0.3148,5,113.0,381.0,27.5625,53.5703,5,5,170.1725,494.0,RAM,4g,data/series_1/RAM/summary_4g.csv,cyclic5,0.3148,,False,0.3148
cyclic6,18.2415,6,574.0,4453.0,55.4834,59.2578,6,6,3.2485,5027.0,RAM,4g,data/series_1/RAM/summary_4g.csv,cyclic6,18.2415,,False,18.2415
d1,49.8314,12,2581.0,2353.0,75.5276,101.1953,12,12,2.0308,4934.0,RAM,4g,data/series_1/RAM/summary_4g.csv,d1,49.8314,,False,49.8314
des18_3,3.3027,8,275.0,377.0,45.1359,57.8477,8,8,17.5153,652.0,RAM,4g,data/series_1/RAM/summary_4g.csv,des18_3,3.3027,,False,3.3027
des22_24,5.0905,10,501.0,348.0,49.6869,59.9375,10,10,11.7744,849.0,RAM,4g,data/series_1/RAM/summary_4g.csv,des22_24,5.0905,,False,5.0905
dessin1,3.3923,8,275.0,375.0,45.1539,57.7891,8,8,17.0354,650.0,RAM,4g,data/series_1/RAM/summary_4g.csv,dessin1,3.3923,,False,3.3923
dessin2,6.9819,10,558.0,314.0,52.615,61.75,10,10,8.8443,872.0,RAM,4g,data/series_1/RAM/summary_4g.csv,dessin2,6.9819,,False,6.9819
eco7,1.7656,7,272.0,233.0,41.1357,54.4531,7,7,30.8411,505.0,RAM,4g,data/series_1/RAM/summary_4g.csv,eco7,1.7656,,False,1.7656
eco8,11.7377,8,777.0,948.0,53.892,58.9102,8,8,5.0189,1725.0,RAM,4g,data/series_1/RAM/summary_4g.csv,eco8,11.7377,,False,11.7377
eco9,172.8079,9,2312.0,3735.0,70.4119,72.418,9,9,0.4191,6047.0,RAM,4g,data/series_1/RAM/summary_4g.csv,eco9,172.8079,,False,172.8079
extcyc4,0.3251,5,120.0,394.0,27.4473,53.4141,5,5,164.3004,514.0,RAM,4g,data/series_1/RAM/summary_4g.csv,extcyc4,0.3251,,False,0.3251
extcyc5,59.6868,6,738.0,9168.0,69.9281,83.9258,6,6,1.4061,9906.0,RAM,4g,data/series_1/RAM/summary_4g.csv,extcyc5,59.6868,,False,59.6868
f633,1.3761,10,318.0,584.0,36.2656,53.2422,9,10,38.6906,902.0,RAM,4g,data/series_1/RAM/summary_4g.csv,f633,1.3761,,False,1.3761
f744,243.2493,12,3711.0,4172.0,103.9101,118.8867,12,12,0.4887,7883.0,RAM,4g,data/series_1/RAM/summary_4g.csv,f744,243.2493,,False,243.2493
fabrice24,105.1993,9,1227.0,1019.0,107.0592,129.6641,9,9,1.2326,2246.0,RAM,4g,data/series_1/RAM/summary_4g.csv,fabrice24,105.1993,,False,105.1993
filter9,130.4272,9,5573.0,15460.0,84.5744,98.668,9,9,0.7565,21033.0,RAM,4g,data/series_1/RAM/summary_4g.csv,filter9,130.4272,,False,130.4272
geneig,0.5516,6,94.0,50.0,27.8105,54.2344,6,6,98.3219,144.0,RAM,4g,data/series_1/RAM/summary_4g.csv,geneig,0.5516,,False,0.5516
hairer1,0.0324,8,42.0,24.0,26.7676,52.0938,6,8,1607.8318,66.0,RAM,4g,data/series_1/RAM/summary_4g.csv,hairer1,0.0324,,False,0.0324
hcyclic5,0.1625,6,89.0,538.0,27.4434,53.3125,5,6,328.0769,627.0,RAM,4g,data/series_1/RAM/summary_4g.csv,hcyclic5,0.1625,,False,0.1625
hcyclic6,5.0747,7,273.0,4122.0,48.2645,56.5156,6,7,11.1367,4395.0,RAM,4g,data/series_1/RAM/summary_4g.csv,hcyclic6,5.0747,,False,5.0747
heart,0.0636,8,75.0,3.0,27.2129,53.1289,8,8,835.3602,78.0,RAM,4g,data/series_1/RAM/summary_4g.csv,heart,0.0636,,False,0.0636
hemmecke,0.0428,4,11.0,14.0,26.7852,52.375,3,4,1223.715,25.0,RAM,4g,data/series_1/RAM/summary_4g.csv,hemmecke,0.0428,,False,0.0428
hf744,167.8572,13,1906.0,18038.0,77.4127,83.3086,12,13,0.4963,19944.0,RAM,4g,data/series_1/RAM/summary_4g.csv,hf744,167.8572,,False,167.8572
hietarinta1,168.5459,10,6692.0,6469.0,103.7253,125.25,62,10,0.7431,13161.0,RAM,4g,data/series_1/RAM/summary_4g.csv,hietarinta1,168.5459,,False,168.5459
hunecke,0.0054,5,1.0,15.0,26.6582,51.8633,8,5,9604.3113,16.0,RAM,4g,data/series_1/RAM/summary_4g.csv,hunecke,0.0054,,False,0.0054
i1,231.9449,12,3512.0,3507.0,187.9623,244.2461,10,12,1.053,7019.0,RAM,4g,data/series_1/RAM/summary_4g.csv,i1,231.9449,,False,231.9449
issac97,0.1323,4,25.0,15.0,27.5684,53.6562,4,4,405.565,40.0,RAM,4g,data/series_1/RAM/summary_4g.csv,issac97,0.1323,,False,0.1323
jcf26,157.5828,34,3652.0,1021.0,126.0585,149.2461,34,34,0.9471,4673.0,RAM,4g,data/series_1/RAM/summary_4g.csv,jcf26,157.5828,,False,157.5828
katsura6,5.8457,7,280.0,430.0,49.2002,56.3203,7,7,9.6345,710.0,RAM,4g,data/series_1/RAM/summary_4g.csv,katsura6,5.8457,,False,5.8457
katsura7,48.2182,8,719.0,1753.0,63.1512,65.6875,8,8,1.3623,2472.0,RAM,4g,data/series_1/RAM/summary_4g.csv,katsura7,48.2182,,False,48.2182
katsura8,457.4518,9,2237.0,7411.0,100.6205,107.2227,9,9,0.2344,9648.0,RAM,4g,data/series_1/RAM/summary_4g.csv,katsura8,457.4518,,False,457.4518
kin1,44.7720,12,2022.0,1807.0,76.4253,93.8086,12,12,2.0953,3829.0,RAM,4g,data/series_1/RAM/summary_4g.csv,kin1,44.772,,False,44.772
kinema,5.2516,9,395.0,348.0,48.6635,57.1562,9,9,10.8836,743.0,RAM,4g,data/series_1/RAM/summary_4g.csv,kinema,5.2516,,False,5.2516
kotsireas,412.8333,7,747.0,2959.0,308.5588,376.2695,6,7,0.9114,3706.0,RAM,4g,data/series_1/RAM/summary_4g.csv,kotsireas,412.8333,,False,412.8333
ku10,0.1282,10,795.0,124.0,27.168,52.7305,10,10,411.3141,919.0,RAM,4g,data/series_1/RAM/summary_4g.csv,ku10,0.1282,,False,0.1282
lanconelli,0.0039,11,7.0,2.0,27.082,51.8477,4,11,13294.2708,9.0,RAM,4g,data/series_1/RAM/summary_4g.csv,lanconelli,0.0039,,False,0.0039
lichtblau,0.6684,3,4.0,112.0,30.0625,58.3711,2,3,87.3296,116.0,RAM,4g,data/series_1/RAM/summary_4g.csv,lichtblau,0.6684,,False,0.6684
liu,0.0492,6,22.0,56.0,26.8477,52.168,4,6,1060.3246,78.0,RAM,4g,data/series_1/RAM/summary_4g.csv,liu,0.0492,,False,0.0492
lorentz,0.0251,4,27.0,14.0,26.8301,52.0273,4,4,2072.8025,41.0,RAM,4g,data/series_1/RAM/summary_4g.csv,lorentz,0.0251,,False,0.0251
matrix,2.1207,16,4951.0,6818.0,40.8818,54.2617,16,16,25.5867,11769.0,RAM,4g,data/series_1/RAM/summary_4g.csv,matrix,2.1207,,False,2.1207
mickey,0.0003,2,1.0,0.0,26.7168,51.7031,2,2,172343.75,1.0,RAM,4g,data/series_1/RAM/summary_4g.csv,mickey,0.0003,,False,0.0003
morgenstern,0.1619,9,114.0,159.0,26.9902,52.5391,5,9,324.5155,273.0,RAM,4g,data/series_1/RAM/summary_4g.csv,morgenstern,0.1619,,False,0.1619
noon5,6.9996,5,304.0,1994.0,49.9444,56.6289,5,5,8.0903,2298.0,RAM,4g,data/series_1/RAM/summary_4g.csv,noon5,6.9996,,False,6.9996
noon6,172.4403,6,1432.0,16465.0,67.9318,69.9336,6,6,0.4056,17897.0,RAM,4g,data/series_1/RAM/summary_4g.csv,noon6,172.4403,,False,172.4403
puma,0.0487,8,84.0,6.0,27.3965,53.1953,8,8,1092.3062,90.0,RAM,4g,data/series_1/RAM/summary_4g.csv,puma,0.0487,,False,0.0487
quadfor2,0.0015,5,8.0,0.0,26.5938,51.7305,4,5,34486.9792,8.0,RAM,4g,data/series_1/RAM/summary_4g.csv,quadfor2,0.0015,,False,0.0015
quadgrid,0.0268,6,22.0,2.0,27.1191,52.6875,5,6,1965.9515,24.0,RAM,4g,data/series_1/RAM/summary_4g.csv,quadgrid,0.0268,,False,0.0268
rabmo,2.0303,9,318.0,68.0,41.3447,54.7109,9,9,26.9472,386.0,RAM,4g,data/series_1/RAM/summary_4g.csv,rabmo,2.0303,,False,2.0303
rbpl,244.1226,8,1454.0,7245.0,75.734,79.6016,6,8,0.3261,8699.0,RAM,4g,data/series_1/RAM/summary_4g.csv,rbpl,244.1226,,False,244.1226
rbpl24,120.3161,9,1227.0,1002.0,110.6861,132.9688,9,9,1.1052,2229.0,RAM,4g,data/series_1/RAM/summary_4g.csv,rbpl24,120.3161,,False,120.3161
redcyc5,0.2822,6,93.0,157.0,27.4492,53.4648,5,6,189.4573,250.0,RAM,4g,data/series_1/RAM/summary_4g.csv,redcyc5,0.2822,,False,0.2822
redcyc6,10.7947,7,419.0,1969.0,52.369,57.293,6,7,5.3075,2388.0,RAM,4g,data/series_1/RAM/summary_4g.csv,redcyc6,10.7947,,False,10.7947
redeco10,157.6471,10,7418.0,24823.0,72.6698,78.0938,10,10,0.4954,32241.0,RAM,4g,data/series_1/RAM/summary_4g.csv,redeco10,157.6471,,False,157.6471
redeco7,0.5639,7,203.0,249.0,27.7637,53.6641,7,7,95.1659,452.0,RAM,4g,data/series_1/RAM/summary_4g.csv,redeco7,0.5639,,False,0.5639
redeco8,3.5235,8,659.0,1261.0,44.4258,55.4531,8,8,15.7381,1920.0,RAM,4g,data/series_1/RAM/summary_4g.csv,redeco8,3.5235,,False,3.5235
redeco9,25.4953,9,2194.0,5714.0,57.3977,60.6836,9,9,2.3802,7908.0,RAM,4g,data/series_1/RAM/summary_4g.csv,redeco9,25.4953,,False,25.4953
reif,0.0772,16,302.0,23.0,26.9102,52.3633,14,16,678.2808,325.0,RAM,4g,data/series_1/RAM/summary_4g.csv,reif,0.0772,,False,0.0772
reimer4,4.2750,4,64.0,311.0,47.151,56.9375,4,4,13.3187,375.0,RAM,4g,data/series_1/RAM/summary_4g.csv,reimer4,4.275,,False,4.275
reimer5,75.4382,5,272.0,1812.0,71.8878,77.0391,5,5,1.0212,2084.0,RAM,4g,data/series_1/RAM/summary_4g.csv,reimer5,75.4382,,False,75.4382
rose,0.2111,3,12.0,110.0,27.5469,53.457,3,3,253.2308,122.0,RAM,4g,data/series_1/RAM/summary_4g.csv,rose,0.2111,,False,0.2111
s9_1,0.0591,8,74.0,9.0,27.2676,53.1016,8,8,898.5036,83.0,RAM,4g,data/series_1/RAM/summary_4g.csv,s9_1,0.0591,,False,0.0591
solotarev,0.0080,4,18.0,2.0,26.6445,51.875,4,4,6484.375,20.0,RAM,4g,data/series_1/RAM/summary_4g.csv,solotarev,0.008,,False,0.008
sparse5,0.0015,5,10.0,0.0,26.9199,51.7344,5,5,34489.5833,10.0,RAM,4g,data/series_1/RAM/summary_4g.csv,sparse5,0.0015,,False,0.0015
speer,9.2626,6,104.0,1929.0,51.6435,57.6758,4,6,6.2267,2033.0,RAM,4g,data/series_1/RAM/summary_4g.csv,speer,9.2626,,False,9.2626
tangents,1.6182,6,226.0,128.0,37.3281,55.375,6,6,34.2201,354.0,RAM,4g,data/series_1/RAM/summary_4g.csv,tangents,1.6182,,False,1.6182
test,0.0068,3,1.0,4.0,26.7793,51.8242,4,3,7621.2086,5.0,RAM,4g,data/series_1/RAM/summary_4g.csv,test,0.0068,,False,0.0068
uteshev_bikker,0.4344,4,36.0,63.0,28.2676,54.5586,4,4,125.5953,99.0,RAM,4g,data/series_1/RAM/summary_4g.csv,uteshev_bikker,0.4344,,False,0.4344
vermeer,0.8688,5,54.0,212.0,36.5495,53.9531,4,5,62.1007,266.0,RAM,4g,data/series_1/RAM/summary_4g.csv,vermeer,0.8688,,False,0.8688
