config,completed_tasks,timeout_tasks,total_effective_time_seconds,geometric_mean_effective_time_seconds,best_share,effective_tasks_for_geomean
1,89,0,11577.820000000002,1.8133381861683016,0.3089887640449438,89
4,89,0,9006.9549,1.8041770721023522,0.4438202247191011,89
7,89,0,8160.8436,1.8779694804683584,0.1760299625468165,89
10,88,1,12080.1993,1.9503036962165334,0.07116104868913857,89
