test_name,time_raw,dimension,crit1,crit2,avg_memory_mb,max_memory_mb,equation_count,variable_count,memory_per_sec,criteria_sum,resource,config,source_file,test_key,time_seconds,timeout_seconds,timed_out,effective_time_seconds
reif,0.0896,16,302,24,26.9727,52.3711,14,16,584.4989,326,SWAP,4,data/series_1/SWAP/summary_4.csv,reif,0.0896,,False,0.0896
reimer4,5.4694,4,64,311,47.5612,56.9141,4,4,10.4059,375,SWAP,4,data/series_1/SWAP/summary_4.csv,reimer4,5.4694,,False,5.4694
reimer5,112.0179,5,279,1965,74.2024,80.6211,5,5,0.7197,2244,SWAP,4,data/series_1/SWAP/summary_4.csv,reimer5,112.0179,,False,112.0179
rose,0.2466,3,12,110,27.2266,53.4375,3,3,216.6971,122,SWAP,4,data/series_1/SWAP/summary_4.csv,rose,0.2466,,False,0.2466
s9_1,0.0724,8,74,9,27.4668,53.0938,8,8,733.3398,83,SWAP,4,data/series_1/SWAP/summary_4.csv,s9_1,0.0724,,False,0.0724
solotarev,0.0098,4,18,2,27.1172,51.8945,4,4,5295.3571,20,SWAP,4,data/series_1/SWAP/summary_4.csv,solotarev,0.0098,,False,0.0098
sparse5,0.0019,5,10,0,26.5625,51.7344,5,5,27228.6316,10,SWAP,4,data/series_1/SWAP/summary_4.csv,sparse5,0.0019,,False,0.0019
speer,13.6046,6,117,2167,52.6238,57.8047,4,6,4.2489,2284,SWAP,4,data/series_1/SWAP/summary_4.csv,speer,13.6046,,False,13.6046
tangents,1.7594,6,226,139,37.4284,55.2617,6,6,31.4094,365,SWAP,4,data/series_1/SWAP/summary_4.csv,tangents,1.7594,,False,1.7594
test,0.0072,3,1,4,26.9707,51.8438,4,3,7200.5278,5,SWAP,4,data/series_1/SWAP/summary_4.csv,test,0.0072,,False,0.0072
uteshev_bikker,0.5842,4,36,62,27.9805,54.5625,4,4,93.397,98,SWAP,4,data/series_1/SWAP/summary_4.csv,uteshev_bikker,0.5842,,False,0.5842
vermeer,1.0799,5,54,212,36.2995,53.9688,4,5,49.9757,266,SWAP,4,data/series_1/SWAP/summary_4.csv,vermeer,1.0799,,False,1.0799
